1 1:0.68421 2:-0.616601 3:0.144385 4:-0.484536 5:0.23913 6:0.255172 7:0.147679 8:-0.433962 9:0.18612 10:-0.255973 11:-0.089431 12:0.941392 13:0.122682 
1 1:0.194737 2:-0.612648 3:-0.165775 4:-0.340206 5:-0.478261 6:-0.0206896 7:-0.219409 8:-0.471698 9:-0.40694 10:-0.544369 11:-0.121951 12:0.0989011 13:0.436519 
1 1:0.494737 2:-0.541502 3:0.540107 4:-0.0927836 5:-0.195652 6:0.358621 7:0.109705 8:-0.0943396 9:-0.148265 10:-0.450512 11:0.252032 12:0.56044 13:-0.0912981 
1 1:0.573685 2:-0.628459 3:-0.0909091 4:-0.443299 5:-0.434783 6:0.151724 7:-0.160338 8:-0.509434 9:-0.00946369 10:-0.416382 11:-0.089431 12:0.699634 13:0.0798859 
1 1:0.421052 2:-0.699605 3:0.433155 4:0.226804 5:-0.326087 6:0.393103 7:0.227848 8:-0.396226 9:0.242902 10:-0.245734 11:0.154472 12:0.0549451 13:0.436519 
1 1:0.342105 2:-0.636364 3:0.0695186 4:-0.123711 5:-0.217391 6:0.296552 7:0.202532 8:-0.660377 9:-0.0283911 10:-0.0409556 11:-0.00813005 12:0.179487 13:0.764622 
1 1:0.394737 2:-0.56917 3:0.0695186 4:-0.319588 5:-0.26087 6:-0.00689654 7:-0.00843878 8:0.0943395 9:-0.0157728 10:-0.56314 11:0.219512 12:0.172161 13:0.0156919 
1 1:0.436842 2:-0.687747 3:0.433155 4:-0.0824742 5:0.347826 6:0.358621 7:0.0126582 8:0.396226 9:-0.40694 10:-0.296928 11:0.252032 12:0.267399 13:0.365193 
1 1:0.305263 2:-0.581028 3:0.379679 4:-0.134021 5:-0.130435 6:-0.0551725 7:-0.0759494 8:-0.396226 9:-0.287066 10:-0.501707 11:0.0081301 12:0.172161 13:0.165478 
1 1:0.289474 2:-0.577075 3:0.122995 4:0.0206185 5:-0.347826 6:0.186207 7:0.113924 8:-0.509434 9:-0.0851735 10:-0.348123 11:-0.089431 12:0.611722 13:-0.0841655 
1 1:0.18421 2:-0.644269 3:0.582888 4:-0.494845 5:-0.130435 6:0.117241 7:-0.0126582 8:-0.207547 9:-0.400631 10:-0.433447 11:-0.00813005 12:0.106227 13:-0.141227 
1 1:0.0631581 2:-0.640316 3:0.272727 4:-0.237113 5:-0.391304 6:0.0137931 7:-0.118143 8:-0.396226 9:-0.350158 10:-0.493174 11:0.0406504 12:-0.0915751 13:0.179743 
1 1:0.0736841 2:-0.699605 3:-0.208556 4:-0.494845 5:-0.391304 6:-0.0206896 7:-0.0295358 8:-0.433962 9:-0.394322 10:-0.587031 11:0.138211 12:0.0402931 13:0.0584879 
1 1:0.678948 2:0.284585 3:0.229946 4:-0.731959 5:0.26087 6:0.393103 7:0.139241 8:-0.735849 9:0.0536277 10:-0.348123 11:-0.333333 12:0.655678 13:-0.312411 
1 1:0.331579 2:-0.616601 3:0.0160427 4:-0.42268 5:0.0217391 6:0.496552 7:0.244726 8:-0.207547 9:0.217666 10:-0.172355 11:-0.235772 12:0.545788 13:-0.262482 
1 1:0.252632 2:0.225296 3:-0.187166 4:-0.154639 5:-0.565217 6:0.0137931 7:-0.0126582 8:-0.471698 9:-0.324921 10:-0.488055 11:-0.300813 12:0.267399 13:0.0798859 
1 1:0.5 2:-0.545455 3:0.315508 4:-0.546392 5:-0.326087 6:0.565517 7:0.35865 8:-0.849057 9:-0.18612 10:-0.291809 11:-0.349594 12:0.677656 13:0.165478 
1 1:0.163158 2:0.280632 3:-0.00534765 4:-0.28866 5:-0.282609 6:0.144828 7:-0.0337552 8:-0.283019 9:-0.211356 10:-0.474403 11:-0.447154 12:0.267399 13:-0.426534 
1 1:0.0631581 2:-0.592885 3:-0.208556 4:-0.340206 5:-0.195652 6:0.393103 7:0.122363 8:-0.433962 9:0.022082 10:-0.358362 11:-0.349594 12:0.523809 13:-0.134094 
1 1:0.673684 2:0.304348 3:0.15508 4:-0.14433 5:-0.108696 6:0.289655 7:-0.0253164 8:-0.358491 9:-0.470032 10:-0.324232 11:-0.365854 12:0.509157 13:0.14408 
1 1:0.763158 2:0.126482 3:-0.0160428 4:-0.443299 5:-0.304348 6:0.565517 7:0.194093 8:-0.471698 9:0.123028 10:-0.382253 11:-0.089431 12:0.589744 13:0.122682 
1 1:0.510526 2:-0.628459 3:-0.187166 4:-0.443299 5:-0.326087 6:0.462069 7:0.28692 8:-0.698113 9:0.0914827 10:-0.177474 11:-0.300813 12:0.509157 13:0.0085592 
1 1:0.61579 2:-0.494071 3:0.1123 4:-0.154639 5:-0.282609 6:0.22069 7:0.0886076 8:-0.283019 9:0.242902 10:-0.16041 11:-0.0406503 12:0.0842491 13:0.115549 
1 1:0.531579 2:-0.608696 3:-0.026738 4:-0.298969 5:-0.173913 6:0.310345 7:0.350211 8:-0.283019 9:0.0536277 10:0.300341 11:0.0406504 12:0.340659 13:0.400856 
1 1:0.0631581 2:-0.608696 3:-0.272727 4:-0.814433 5:-0.521739 6:0.2 7:0.236287 8:-0.849057 9:0.577287 10:0.0102389 11:0.0406504 12:0.201465 13:0.243937 
1 1:0.473684 2:-0.640316 3:0.326203 4:-0.319588 5:-0.478261 6:0.0137931 7:0.118143 8:-0.660377 9:0.18612 10:-0.262799 11:0.235772 12:0.538461 13:0.407989 
1 1:0.468421 2:-0.600791 3:0.13369 4:-0.649485 5:-0.108696 6:1 7:0.434599 8:-0.283019 9:-0.0788643 10:-0.0153583 11:-0.138211 12:0.457875 13:0.300999 
1 1:0.442106 2:-0.541502 3:0.411765 4:-0.329897 5:-0.0217391 6:0.393103 7:0.0337553 8:-0.018868 9:-0.198738 10:-0.143345 11:0.0569105 12:0.216117 13:0.564907 
1 1:0.426316 2:-0.632411 3:-0.0481284 4:-0.402062 5:0.0434783 6:0.117241 7:0.0801688 8:-0.698113 9:-0.236593 10:-0.220137 11:-0.284553 12:0.413919 13:0.115549 
1 1:0.331579 2:-0.608696 3:0.176471 4:0.0206185 6:0.365517 7:0.0295359 8:-0.735849 9:0.287066 10:-0.151877 11:-0.186992 12:0.289377 13:0.201141 
1 1:0.678948 2:-0.620553 3:0.00534752 4:-0.412371 5:0.0434783 6:0.531034 7:0.122363 8:-0.509434 9:0.022082 10:-0.129693 11:-0.252033 12:0.494505 13:-0.0128388 
1 1:0.189474 2:-0.513834 3:0.411765 4:-0.360825 5:-0.304348 6:0.393103 7:0.219409 8:-0.320755 9:-0.211356 10:-0.194539 11:-0.0406503 12:0.150183 13:0.415121 
1 1:0.41579 2:-0.727273 3:0.219251 4:-0.371134 5:-0.173913 6:0.668966 7:0.405063 8:-0.773585 9:0.0283912 10:-0.0580204 11:-0.333333 12:0.172161 13:0.436519 
2 1:-0.294737 2:-0.920949 3:-1 4:-1 5:-0.608696 6:-0.310345 7:-0.902954 8:-0.433962 9:-0.993691 10:-0.885666 11:-0.0731708 12:-0.59707 13:-0.654779 
2 1:-0.315789 2:-0.857708 3:-0.0160428 4:-0.443299 5:-0.326087 6:-0.262069 7:-0.683544 8:0.886792 9:-1 10:-0.66041 11:0.252032 12:-0.70696 13:-0.426534 
2 1:-0.152631 2:-0.754941 3:-0.294118 4:-0.360825 5:-0.347826 6:-0.282759 7:-0.548523 8:0.509434 9:-0.867508 10:-0.237201 11:-0.186992 12:-0.765568 13:-0.754636 
2 1:0.389474 2:-0.798419 3:-0.40107 4:-0.237113 5:-0.478261 6:-0.227586 7:-0.388186 8:-0.283019 9:-0.798107 10:-0.569966 11:0.219512 12:-0.128205 13:-0.49786 
2 1:-0.294737 2:-0.84585 3:-0.144385 4:-0.134021 5:-0.630435 6:0.737931 7:0.164557 8:-0.773585 9:-0.0788643 10:-0.459044 11:0.203252 12:0.172161 13:-0.797432 
2 1:-0.4 2:-0.719368 3:0.251337 4:-0.134021 5:-0.26087 6:-0.372414 7:-0.405063 8:0.207547 9:-0.608833 10:-0.715017 11:0.577236 12:-0.296703 13:-0.890157 
2 1:-0.294737 2:-0.814229 3:0.283422 4:-0.226804 5:-0.391304 6:-0.00689654 7:-0.0253164 8:-0.0943396 9:0.0536277 10:-0.433447 11:0.154472 12:-0.245421 13:-0.429387 
2 1:0.0947367 2:-0.893281 3:-0.636364 4:-0.546392 5:-0.826087 6:0.37931 7:0.198312 8:-0.509434 9:0.179811 10:-0.313993 11:0.0406504 12:0.399267 13:-0.680456 
2 1:-0.294737 2:-0.83004 3:-0.40107 4:-0.0721649 5:-0.826087 6:-0.22069 7:-0.299578 8:-0.471698 9:-0.602524 10:-0.419795 11:0.0406504 12:0.619048 13:-0.669044 
2 1:0.21579 2:-0.920949 3:0.0695186 4:-0.340206 5:-0.130435 6:0.0689654 7:-0.594937 8:0.584906 9:-0.993691 10:-0.677474 11:-0.121951 12:-0.516484 13:-0.326676 
2 1:-0.378947 2:-0.822134 3:-0.582888 4:-0.360825 5:0.76087 6:-0.4 7:-0.603376 8:-0.962264 9:0.318612 10:-0.732082 11:0.300813 12:0.318681 13:-0.372325 
2 1:-0.336842 2:-0.656126 3:-0.0909091 4:0.0103092 5:-0.282609 6:-0.917241 7:-0.71308 8:-0.0943396 9:-0.337539 10:-0.697952 11:-0.307317 12:-0.59707 13:-0.155492 
2 1:0.489474 2:-0.695652 3:0.40107 4:0.484536 5:-0.652174 6:0.358621 7:0.0632911 8:-0.698113 9:-0.0788643 10:-0.641638 11:0.430894 12:0.384615 13:-0.811698 
2 1:0.294737 2:-0.636364 3:-0.0588235 4:0.381443 5:-0.630435 6:-0.37931 7:-0.367089 8:-0.471698 9:-0.608833 10:-0.580205 11:-0.186992 12:0.106227 13:-0.723252 
2 1:0.0315789 2:-0.632411 3:0.326203 4:1 5:0.5 6:0.6 7:0.0759494 8:-0.698113 9:-0.022082 10:-0.646758 11:0.349593 12:0.6337 13:0.0085592 
2 1:-0.510526 2:-0.86166 3:0.00534752 4:0.0721649 5:-0.326087 6:0.655172 7:-0.240506 8:-1 9:-0.217666 10:-0.670648 11:-0.170732 12:0.362637 13:-0.132668 
2 1:-0.668421 2:-0.549407 3:-0.40107 4:-0.443299 5:-0.413043 6:-0.565517 7:-0.481013 8:-0.207547 9:-0.533123 10:-0.569966 11:0.219512 12:-0.362637 13:-0.78602 
2 1:0.0526315 2:-0.936759 3:-0.625668 4:-0.443299 5:-0.652174 6:-0.331034 7:-0.28692 8:-0.584906 9:-0.337539 10:-0.433447 11:0.154472 12:-0.113553 13:-0.837375 
2 1:-0.573684 2:-0.150198 3:-0.0695187 4:-0.237113 5:-0.0869565 6:-0.489655 7:-0.586498 8:0.132075 9:-0.659306 10:-0.766212 11:-0.219512 12:-0.0842491 13:-0.68331 
2 1:-0.315789 2:-0.901186 3:-0.368984 4:-0.56701 5:0.434783 6:-0.365517 7:-0.362869 8:-0.169811 9:0.48265 10:-0.638225 11:-0.0569107 12:-0.238095 13:-0.326676 
2 1:-0.121053 2:0.237154 3:0.1123 4:0.278351 5:-0.326087 6:0.275862 7:-0.0675106 8:0.132075 9:-0.0283911 10:-0.779863 11:0.154472 12:0.362637 13:-0.736091 
2 1:-0.489474 2:-0.928854 3:-0.315508 4:-0.134021 5:-0.652174 6:-0.00689654 7:-0.189873 8:-0.358491 9:-0.356467 10:-0.791809 11:0.463415 12:0.355311 13:-1 
2 1:-0.110526 2:-0.577075 3:-0.101604 4:-0.154639 5:-0.652174 6:-0.158621 7:-0.0759494 8:-0.509434 9:-0.141956 10:-0.552901 11:0.105691 12:0.369963 13:-0.378031 
2 1:-0.447368 2:-0.84585 3:0.229946 4:0.381443 5:-0.826087 6:-0.296552 7:-0.476793 8:0.0188679 9:-0.375394 10:-0.843003 11:0.349593 12:0.0622711 13:-0.49786 
2 1:0.0631581 2:0.233201 3:0.0267379 4:0.226804 5:-0.673913 6:-0.537931 7:-0.472574 8:0.811321 9:-0.236593 10:-0.399317 11:-0.414634 12:-0.457875 13:-0.661912 
2 1:-0.573684 2:-0.940711 3:0.304813 4:-0.237113 5:-0.478261 6:-0.158621 7:-0.21097 8:-0.660377 9:0.223975 10:-0.697952 11:-0.495935 12:0.326007 13:-0.654779 
2 1:-0.136842 2:-0.905138 3:-0.0588235 4:-0.237113 5:-0.369565 6:-0.158621 7:-0.324894 8:-0.358491 9:-0.337539 10:-0.771331 11:0.219512 12:0.384615 13:-0.754636 
2 1:-0.405263 2:-0.656126 3:0.0160427 4:0.257732 5:-0.565217 6:-0.448276 7:-0.43038 8:0.132075 9:-0.274448 10:-0.800341 11:0.382114 12:-0.274725 13:-0.690442 
2 1:-0.673684 2:-0.632411 3:0.347593 4:0.587629 5:-0.608696 6:-0.351724 7:-0.464135 8:0.0188679 9:-0.413249 10:-0.774744 11:0.430894 12:0.421245 13:-0.594864 
2 1:-0.678947 2:-0.478261 3:0.176471 4:0.134021 5:-0.695652 6:-0.331034 7:-0.43038 8:0.320755 9:-0.40694 10:-0.740614 11:-0.154472 12:0.0842491 13:-0.426534 
2 1:-0.447368 2:-0.766798 3:0.00534752 4:0.340206 5:-1 6:-0.158621 7:-0.472574 8:0.0943395 9:-0.388013 10:-0.921502 11:-0.0406503 12:0.421245 13:-0.504993 
2 1:-0.447368 2:-0.56917 3:0.0267379 4:-0.185567 5:-0.76087 6:-0.572414 7:-0.510549 8:0.471698 9:-0.223975 10:-0.808874 11:-0.0243902 12:-0.267399 13:-0.71184 
2 1:-0.489474 2:-0.695652 3:0.13369 4:0.175258 5:-0.652174 6:-0.675862 7:-0.616034 8:0.396226 9:-0.230284 10:-0.604096 11:-0.0731708 12:0.0109891 13:-0.754636 
2 1:-0.126316 2:-0.687747 3:-0.0374332 4:0.0412372 5:-0.782609 6:-0.724138 7:-0.527426 8:0.698113 9:-0.236593 10:-0.697952 11:-0.219512 12:-0.421245 13:-0.690442 
2 1:-0.336842 2:-0.173913 3:-0.0802139 4:-0.237113 5:-0.608696 6:0.0137931 7:-0.194093 8:-0.54717 9:-0.00315454 10:-0.851536 11:0.0894308 12:0.487179 13:-0.982882 
2 1:-0.689474 2:-0.505929 3:-0.0160428 4:-0.237113 5:-0.391304 6:0.406896 7:-0.189873 8:-0.849057 9:-0.40694 10:-0.663823 11:0.105691 12:0.238095 13:-0.904422 
2 1:-0.242105 2:-0.6917 3:-0.101604 4:-0.134021 5:1 6:0.0482758 7:-0.185654 8:-0.283019 9:0.810726 10:-0.774744 11:0.105691 12:-0.00366291 13:-0.0599144 
2 1:-0.589473 2:-0.454546 3:0.475936 4:0.123711 5:0.391304 6:-0.572414 7:-0.725738 8:-0.962264 9:-0.274448 10:-0.791809 11:-0.235772 12:-0.274725 13:-0.504993 
2 1:-0.336842 2:-0.735178 3:-0.336898 4:-0.443299 5:-0.673913 6:0.0827585 7:-0.0886076 8:-0.396226 9:-0.141956 10:-0.723549 11:0.219512 12:0.0769231 13:-0.78602 
2 1:-0.294737 2:-0.869565 3:-0.208556 4:-0.185567 5:-0.608696 6:0.751724 7:0.438819 8:-0.584906 9:-0.0283911 10:-0.450512 11:-0.089431 12:0.0989011 13:-0.455064 
2 1:-0.336842 2:-0.0395257 3:-0.0909091 4:-0.237113 5:-0.608696 6:0.289655 7:0.118143 8:0.207547 9:0.514196 10:-0.825939 11:0.528455 12:0.142857 13:-0.817404 
2 1:-0.447368 2:-0.470356 3:-0.636364 4:-0.28866 5:-0.413043 6:-0.137931 7:-0.227848 8:-0.509434 9:-0.375394 10:-0.65529 11:0.284553 12:0.238095 13:-0.383738 
2 1:-0.173684 2:-0.762846 3:-0.42246 4:-0.185567 5:-0.608696 6:-0.675862 7:-0.56962 8:-0.396226 9:-0.40694 10:-0.800341 11:-0.089431 12:0.0989011 13:-0.594864 
2 1:-0.310526 2:-0.324111 3:0.176471 4:0.0721649 5:-0.391304 6:0.0896551 7:-0.253165 8:-0.207547 9:-0.432177 10:-0.740614 11:-0.479675 12:0.545788 13:-0.771755 
2 1:-0.584211 2:-0.612648 3:-0.44385 4:-0.0824742 5:-0.652174 6:0.0482758 7:-0.451477 8:-0.0943396 9:-0.362776 10:-0.866894 11:-0.252033 12:-0.142857 13:-0.804565 
2 1:-0.221052 2:-0.608696 3:-0.336898 4:0.0206185 5:-0.673913 6:-0.158621 7:-0.333333 8:-0.283019 9:-0.324921 10:-0.716724 11:-0.089431 12:0.684982 13:-0.437946 
2 1:-0.268421 2:-0.284585 3:-0.026738 4:0.175258 5:-0.565217 6:-0.517241 7:-0.367089 8:1 9:-0.362776 10:-0.757679 11:-0.382114 12:0.487179 13:-0.947218 
2 1:-0.357895 2:-0.608696 3:-0.187166 4:-0.134021 5:-0.782609 6:-0.537931 7:-0.28692 8:-0.0943396 9:-0.230284 10:-0.638225 11:-0.154472 12:0.391941 13:-0.669044 
2 1:-0.110526 2:-0.600791 3:-0.0160428 4:0.226804 5:-0.695652 6:-0.724138 7:-0.400844 8:0.320755 9:-0.230284 10:-0.65529 11:-0.349594 12:-0.157509 13:-0.700428 
2 1:-0.373684 2:-0.782609 3:-0.379679 4:-0.134021 5:-0.521739 6:-0.048276 7:-0.2827 8:-0.018868 9:0.0536277 10:-0.757679 11:-0.382114 12:0.282051 13:-0.951498 
2 1:-0.694737 2:-0.758893 3:0.433155 4:-0.0309279 5:-0.478261 6:0.213793 7:0.0886076 8:-0.396226 9:0.312303 10:-0.766212 11:-0.219512 12:0.457875 13:-0.426534 
2 1:-0.773684 2:0.185771 3:-0.508021 4:-0.0824742 5:-0.195652 6:0.517241 7:-0.0548523 8:-0.584906 9:1 10:-0.723549 11:-0.560976 12:0.128205 13:-0.594864 
2 1:-0.215789 2:-0.332016 3:-0.13369 4:0.0721649 5:-0.608696 6:0.0827585 7:-0.185654 8:-0.509434 9:-0.488959 10:-0.877133 11:-0.317073 12:0.106227 13:-0.932953 
2 1:-0.615789 2:-0.233202 3:0.668449 4:-0.0309279 5:-0.282609 6:-0.468966 7:-0.28692 8:0.773585 9:-0.596215 10:-0.569966 11:0.219512 12:-0.0989011 13:-0.53067 
2 1:-0.8 2:-1 3:0.219251 4:0.0721649 5:-0.608696 6:0.0344827 7:-0.295359 8:0.0943395 9:-0.350158 10:-0.692833 11:0.0081301 12:-0.238095 13:-0.777461 
2 1:-0.447368 2:-0.743083 3:0.219251 4:0.226804 5:-0.695652 6:0.0896551 7:-0.177215 8:0.132075 9:-0.602524 10:-0.723549 11:-0.268293 12:0.406593 13:-0.847361 
2 1:-1 2:-0.695652 3:-0.101604 4:0.123711 5:-0.673913 6:0.0206896 7:-0.227848 8:0.471698 9:0.00946374 10:-0.894198 11:1 12:0.172161 13:-0.815977 
2 1:-0.584211 2:-0.711462 3:-0.326203 4:0.0515463 5:-0.652174 6:-0.310345 7:-0.468354 8:-0.358491 9:-0.293375 10:-0.885666 11:-0.235772 12:0.509157 13:-0.690442 
2 1:-0.268421 2:-0.656126 3:-0.112299 4:0.226804 5:-0.173913 6:-0.296552 7:-0.261603 8:-0.207547 9:-0.242902 10:-0.866894 11:-0.0569107 12:0.238095 13:-0.904422 
2 1:-0.0842102 2:0.0632411 3:-0.336898 4:-0.443299 5:-0.782609 6:-0.551724 7:-0.616034 8:0.132075 9:-0.735016 10:-0.638225 11:-0.642276 12:-0.377289 13:-0.865906 
2 1:-0.489474 2:0.0632411 3:-0.315508 4:-0.134021 5:-0.630435 6:-0.296552 7:-0.451477 8:-0.0943396 9:-0.0788643 10:-1 11:-0.268293 12:0.304029 13:-0.592011 
2 1:-0.778947 2:-0.343874 3:0.13369 4:-0.0309279 5:-0.434783 6:0.324138 7:0.0337553 8:-0.283019 9:-0.104101 10:-0.663823 11:-0.479675 12:0.553114 13:-0.504993 
2 1:-0.721052 2:-0.482213 3:1 4:0.845361 5:0.0652174 6:0.517241 7:1 8:0.283019 9:-0.0788643 10:-0.194539 11:-0.268293 12:0.772894 13:-0.733238 
2 1:-0.268421 2:0.458498 3:0.465241 4:0.639175 5:-0.304348 6:-0.158621 7:-0.244726 8:0.132075 9:-0.179811 10:-0.863481 11:-0.284553 12:0.355311 13:-0.875892 
2 1:0.0631581 2:1 3:-0.17647 4:0.123711 5:-0.652174 6:0.131034 7:-0.0253164 8:-0.358491 9:0.00946374 10:-0.774744 11:-0.593496 12:0.340659 13:-0.854494 
2 1:-0.557895 2:0.411067 3:0.101604 4:0.0721649 5:-0.73913 6:0.296552 7:0.135021 8:-0.698113 9:0.577287 10:-0.740614 11:-0.560976 12:0.736264 13:-0.854494 
2 1:-0.452632 2:-0.438735 3:-0.13369 4:0.0721649 5:-0.673913 6:0.117241 7:-0.0253164 8:-0.0943396 9:-0.40694 10:-0.74744 11:-0.382114 12:0.472527 13:-0.857347 
2 1:-0.263158 2:-0.687747 3:-0.00534765 4:0.123711 5:-0.652174 6:0.213793 7:0.185654 8:-0.018868 9:-0.141956 10:-0.546075 11:-0.658537 12:0.150183 13:-0.894437 
2 1:-0.6 2:-0.450593 3:0.518717 4:0.845361 5:-0.521739 6:-0.206897 7:-0.198312 8:0.698113 9:-0.148265 10:-0.706485 11:-0.203252 12:-0.142857 13:-0.731812 
2 1:-0.294737 2:-0.648221 3:0.00534752 4:0.43299 5:-0.608696 6:-0.144828 7:-0.109705 8:0.0188679 9:-0.0599369 10:-0.856655 11:-0.333333 12:0.106227 13:-0.908702 
2 1:-0.468421 2:0.407115 3:0.0909092 4:0.175258 5:-0.782609 6:-0.227586 7:-0.405063 8:0.0943395 9:-0.40694 10:-0.774744 11:-0.495935 12:-0.0476191 13:-0.569187 
3 1:-0.0368422 2:-0.758893 3:0.0267379 4:-0.237113 5:0.130435 6:-0.634483 7:-0.616034 8:-0.698113 9:-0.665615 10:-0.518771 11:-0.544715 12:-0.985348 13:-0.49786 
3 1:-0.0263156 2:-0.110672 3:0.1123 4:-0.0309279 5:-0.26087 6:-0.77931 7:-0.628692 8:-0.584906 9:-0.735016 10:-0.296928 11:-0.577236 12:-0.89011 13:-0.640514 
3 1:-0.0631576 2:-0.379447 3:0.1123 4:0.381443 5:-0.391304 6:-0.882759 7:-0.683544 8:-0.471698 9:-0.735016 10:-0.245734 11:-0.707317 12:-0.934066 13:-0.597718 
3 1:-0.121053 2:0.110672 3:0.0695186 4:0.123711 5:-0.217391 6:-0.503448 7:-0.637131 8:-0.849057 9:-0.728707 10:-0.365188 11:-0.512195 12:-0.985348 13:-0.540656 
